"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,9208.832,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,9349.633,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,9595.938,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,9887.894,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2013","2013","EUR","Euro","6","Millions",,,9958.593,"B","Break"
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2014","2014","EUR","Euro","6","Millions",,,9931.36,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2015","2015","EUR","Euro","6","Millions",,,10018.531,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2016","2016","EUR","Euro","6","Millions",,,4903.902,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2017","2017","EUR","Euro","6","Millions",,,4747.738,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2018","2018","EUR","Euro","6","Millions",,,4685.492,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2019","2019","EUR","Euro","6","Millions",,,4702.286,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2020","2020","EUR","Euro","6","Millions",,,4386.594,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2021","2021","EUR","Euro","6","Millions",,,4889.673,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1970","1970","PC","Percentage","0","Units",,,2.615,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1975","1975","PC","Percentage","0","Units",,,2.96,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1980","1980","PC","Percentage","0","Units",,,3.034,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1985","1985","PC","Percentage","0","Units",,,3.505,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1990","1990","PC","Percentage","0","Units",,,3.856,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1991","1991","PC","Percentage","0","Units",,,3.866,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1992","1992","PC","Percentage","0","Units",,,3.934,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1993","1993","PC","Percentage","0","Units",,,3.863,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1994","1994","PC","Percentage","0","Units",,,3.617,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1995","1995","PC","Percentage","0","Units",,,4.72,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1996","1996","PC","Percentage","0","Units",,,4.588,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1997","1997","PC","Percentage","0","Units",,,4.578,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1998","1998","PC","Percentage","0","Units",,,4.675,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1999","1999","PC","Percentage","0","Units",,,4.767,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2000","2000","PC","Percentage","0","Units",,,4.821,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2001","2001","PC","Percentage","0","Units",,,4.867,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2002","2002","PC","Percentage","0","Units",,,4.973,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2003","2003","PC","Percentage","0","Units",,,5.113,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2004","2004","PC","Percentage","0","Units",,,5.211,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2005","2005","PC","Percentage","0","Units",,,5.232,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,6.981,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,6.979,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,6.85,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,6.853,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,5.416,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,5.422,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,5.37,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,4.48,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,4.423,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,4.471,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,4.56,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,4.632,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,4.618,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,4.573,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,4.244,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,4.407,,
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2003","2003","EUR","Euro","0","Units",,,101.129,"B","Break"
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2004","2004","EUR","Euro","0","Units",,,102.194,,
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2005","2005","EUR","Euro","0","Units",,,101.321,,
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2006","2006","EUR","Euro","0","Units",,,110.592,"B","Break"
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2007","2007","EUR","Euro","0","Units",,,111.044,,
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2008","2008","EUR","Euro","0","Units",,,123.065,,
"HF3","Household out-of-pocket payments","HC5","Medical goods (non-specified by function)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2009","2009","EUR","Euro","0","Units",,,121.103,,
